0.000554	0.002394	0.172371	9.853881	0.005196	0.009726	-0.004930	
0.001570	-0.014364	0.153219	9.813182	0.004263	0.009326	-0.006395	
0.002564	-0.045487	0.158007	9.844305	0.004397	0.008127	-0.003864	
0.003568	-0.114914	0.110126	9.798818	0.003864	0.007594	-0.003730	
0.004567	-0.110126	0.126884	9.820364	0.004530	0.008926	-0.003597	
0.005560	-0.069427	0.093368	9.832334	0.003864	0.010792	-0.002931	
0.006558	-0.043093	0.095762	9.834729	0.002798	0.010126	-0.004930	
0.007555	-0.076609	0.107732	9.841911	0.002931	0.009726	-0.005329	
0.008558	-0.102944	0.105338	9.925702	0.003331	0.010925	-0.001998	
0.009589	-0.007182	0.100550	9.928096	0.005063	0.011191	-0.003331	
0.010589	-0.004788	0.119702	9.856275	0.004530	0.009992	-0.005196	
0.011553	-0.146037	0.102944	9.779666	0.003064	0.009326	-0.004530	
0.012564	-0.069427	0.076609	9.858669	0.002665	0.009193	-0.004263	
0.013558	0.026334	0.126884	9.772483	0.002132	0.008793	-0.004530	
0.014541	-0.035911	0.136460	9.734179	0.003064	0.010392	-0.003997	
0.015548	-0.052669	0.160401	9.801212	0.003597	0.010126	-0.003597	
0.016545	-0.040699	0.184341	9.825152	0.002398	0.009193	-0.004796	
0.017558	-0.021546	0.110126	9.746149	0.000533	0.010259	-0.005462	
0.018548	0.007182	0.141249	9.832334	-0.000266	0.011191	-0.003730	
0.019542	-0.055063	0.158007	9.762907	0.001332	0.009193	-0.003597	
0.020535	-0.074215	0.158007	9.719814	0.002132	0.008660	-0.003597	
0.021559	-0.035911	0.143643	9.777271	0.002265	0.007994	-0.004397	
0.022540	-0.040699	0.124490	9.868245	0.001865	0.008926	-0.003064	
0.023518	0.002394	0.150825	9.853881	0.000799	0.010259	-0.003864	
0.024511	-0.026334	0.172371	9.746149	0.000533	0.011058	-0.004930	
0.025530	-0.038305	0.179553	9.767695	0.001199	0.010392	-0.005729	
0.026548	-0.069427	0.148431	9.803606	0.001865	0.010126	-0.003331	
0.027546	-0.076609	0.107732	9.789242	0.002398	0.008527	-0.003331	
0.028554	-0.038305	0.131672	9.810788	0.002132	0.007861	-0.003464	
0.029551	-0.040699	0.196312	9.851487	0.001332	0.009326	-0.003730	
0.030547	-0.033517	0.141249	9.846699	0.000533	0.009326	-0.002931	
0.031537	0.011970	0.158007	9.858669	0.001066	0.009593	-0.003064	
0.032559	-0.040699	0.122096	9.786848	0.000666	0.008793	-0.003997	
0.033558	-0.055063	0.098156	9.803606	0.001599	0.008793	-0.003730	
0.034551	-0.028729	0.076609	9.820364	0.002931	0.009593	-0.003198	
0.035543	-0.038305	0.081397	9.837123	0.002931	0.009459	-0.003331	
0.036547	-0.067033	0.071821	9.808394	0.001732	0.008660	-0.004530	
0.037566	-0.095762	0.059851	9.779666	0.001865	0.009060	-0.004930	
0.038548	-0.071821	0.105338	9.947249	0.002265	0.009060	-0.005862	
0.039525	-0.050275	0.181947	9.916126	0.001599	0.009726	-0.004397	
0.040538	-0.031123	0.114914	9.832334	0.002398	0.009593	-0.004263	
0.041539	-0.107732	0.143643	9.837123	0.002265	0.009726	-0.004263	
0.042568	-0.069427	0.126884	9.885003	0.001199	0.009459	-0.003730	
0.043545	-0.047881	0.124490	9.889792	0.000933	0.009060	-0.004130	
0.044547	-0.055063	0.122096	9.839517	0.000400	0.008527	-0.003864	
0.045556	-0.057457	0.126884	9.858669	0.000133	0.008926	-0.003597	
0.046558	-0.064639	0.136460	9.868245	0.001066	0.009992	-0.003997	
0.047553	0.019152	0.155613	9.794030	0.001332	0.009593	-0.005462	
0.048557	-0.057457	0.138854	9.765301	0.001865	0.007861	-0.005729	
0.049553	-0.035911	0.143643	9.798818	0.001599	0.008260	-0.005462	
0.050542	-0.050275	0.110126	9.765301	0.001066	0.008527	-0.005196	
0.051548	-0.067033	0.095762	9.779666	0.001332	0.008793	-0.003064	
0.052552	-0.047881	0.122096	9.813182	0.001199	0.009193	-0.001998	
0.053572	0.002394	0.191523	9.693480	0.000133	0.010126	-0.004796	
0.054542	-0.026334	0.148431	9.688692	0.000400	0.009593	-0.004930	
0.055561	-0.040699	0.141249	9.734179	-0.000266	0.010126	-0.004530	
0.056543	-0.038305	0.119702	9.801212	0.000000	0.009060	-0.005462	
0.057545	-0.047881	0.083792	9.777271	-0.000400	0.009593	-0.003864	
0.058544	-0.079003	0.174765	9.810788	-0.001199	0.009326	-0.002265	
0.059553	-0.071821	0.122096	9.841911	-0.001865	0.008793	-0.004130	
0.060552	-0.007182	0.126884	9.846699	-0.000400	0.008926	-0.004663	
0.061530	-0.074215	0.122096	9.760513	0.000533	0.008660	-0.004397	
0.062522	-0.043093	0.081397	9.851487	0.001865	0.007861	-0.004663	
0.063528	0.033517	0.119702	9.880215	0.003597	0.009193	-0.006528	
0.064527	-0.026334	0.074215	9.825152	0.004796	0.009726	-0.007994	
0.065559	-0.069427	0.002394	9.987947	0.009326	0.009193	-0.008260	
0.066565	-0.033517	-0.131672	10.385358	0.022116	0.007727	-0.007594	
0.067554	-0.011970	0.079003	9.968795	0.024515	0.008394	-0.008394	
0.068555	-0.057457	0.497961	9.006390	0.007861	0.008660	-0.006662	
0.069541	-0.081397	0.268133	9.530685	-0.002798	0.006928	-0.006129	
0.070544	-0.023940	0.059851	10.090891	0.002398	0.007461	-0.004530	
0.071543	0.035911	0.062245	10.100467	0.011191	0.009326	-0.005462	
0.072535	-0.043093	0.232222	9.674328	0.009193	0.009726	-0.007328	
